sno,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,Man_of_Match,venue,F_umpire,S_Umpire,
1,2008,Bangalore,18/04/08,KKR,RCB,RCB,field,normal,N,KKR,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,
2,2008,Chandigarh,19/04/08,CSK,KXIP,CSK,bat,normal,N,CSK,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,
3,2008,Delhi,19/04/08,RR,DD,RR,bat,normal,N,DD,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,
4,2008,Mumbai,20/04/08,MI,RCB,MI,bat,normal,N,RCB,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,
5,2008,Kolkata,20/04/08,DC,KKR,DC,bat,normal,N,KKR,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,
6,2008,Jaipur,21/04/08,KXIP,RR,KXIP,bat,normal,N,RR,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,
7,2008,Hyderabad,22/04/08,DC,DD,DC,bat,normal,N,DD,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,
8,2008,Chennai,23/04/08,CSK,MI,MI,field,normal,N,CSK,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,
9,2008,Hyderabad,24/04/08,DC,RR,RR,field,normal,N,RR,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,
10,2008,Chandigarh,25/04/08,KXIP,MI,MI,field,normal,N,KXIP,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,
11,2008,Bangalore,26/04/08,RCB,RR,RR,field,normal,N,RR,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,
12,2008,Chennai,26/04/08,KKR,CSK,KKR,bat,normal,N,CSK,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,
13,2008,Mumbai,27/04/08,MI,DC,DC,field,normal,N,DC,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,
14,2008,Chandigarh,27/04/08,DD,KXIP,DD,bat,normal,N,KXIP,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,
15,2008,Bangalore,28/04/08,CSK,RCB,CSK,bat,normal,N,CSK,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,
16,2008,Kolkata,29/04/08,KKR,MI,KKR,bat,normal,N,MI,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,
17,2008,Delhi,30/04/08,DD,RCB,RCB,field,normal,N,DD,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,
18,2008,Hyderabad,1/5/2008,DC,KXIP,KXIP,field,normal,N,KXIP,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,
19,2008,Jaipur,1/5/2008,RR,KKR,RR,bat,normal,N,RR,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,
20,2008,Chennai,2/5/2008,CSK,DD,CSK,bat,normal,N,DD,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,
21,2008,Hyderabad,25/05/08,DC,RCB,DC,bat,normal,N,RCB,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,
22,2008,Chandigarh,3/5/2008,KXIP,KKR,KXIP,bat,normal,N,KXIP,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,
23,2008,Mumbai,4/5/2008,MI,DD,DD,field,normal,N,MI,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,
24,2008,Jaipur,4/5/2008,CSK,RR,CSK,bat,normal,N,RR,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,
25,2008,Bangalore,5/5/2008,RCB,KXIP,KXIP,field,normal,N,KXIP,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,
26,2008,Chennai,6/5/2008,CSK,DC,DC,field,normal,N,DC,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,
27,2008,Mumbai,7/5/2008,RR,MI,MI,field,normal,N,MI,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,
28,2008,Delhi,8/5/2008,DD,CSK,CSK,field,normal,N,CSK,0,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,
29,2008,Kolkata,8/5/2008,KKR,RCB,KKR,bat,normal,N,KKR,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,
30,2008,Jaipur,9/5/2008,DC,RR,RR,field,normal,N,RR,0,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,
31,2008,Bangalore,28/05/08,RCB,MI,MI,field,normal,N,MI,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,
32,2008,Chennai,10/5/2008,CSK,KXIP,KXIP,field,normal,N,CSK,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,
33,2008,Hyderabad,11/5/2008,KKR,DC,KKR,bat,normal,N,KKR,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,
34,2008,Jaipur,11/5/2008,DD,RR,RR,field,normal,N,RR,0,3,SR Watson,Sawai Mansingh Stadium,SJ Davis,RE Koertzen,
35,2008,Chandigarh,12/5/2008,RCB,KXIP,RCB,bat,normal,N,KXIP,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,
36,2008,Kolkata,13/05/08,KKR,DD,KKR,bat,normal,N,KKR,23,0,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,
37,2008,Mumbai,14/05/08,CSK,MI,MI,field,normal,N,MI,0,9,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,
38,2008,Chandigarh,28/05/08,KXIP,RR,RR,field,normal,N,KXIP,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,
39,2008,Delhi,15/05/08,DD,DC,DC,field,normal,N,DD,12,0,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,
40,2008,Mumbai,16/05/08,KKR,MI,MI,field,normal,N,MI,0,8,SM Pollock,Wankhede Stadium,BR Doctrove,DJ Harper,
41,2008,Delhi,17/05/08,DD,KXIP,DD,bat,normal,Y,KXIP,6,0,DPMD Jayawardene,Feroz Shah Kotla,AV Jayaprakash,RE Koertzen,
42,2008,Jaipur,17/05/08,RR,RCB,RCB,field,normal,N,RR,65,0,GC Smith,Sawai Mansingh Stadium,BF Bowden,SL Shastri,
43,2008,Hyderabad,18/05/08,MI,DC,DC,field,normal,N,MI,25,0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,DJ Harper,
44,2008,Kolkata,18/05/08,KKR,CSK,KKR,bat,normal,Y,CSK,3,0,M Ntini,Eden Gardens,Asad Rauf,K Hariharan,
45,2008,Bangalore,19/05/08,RCB,DD,DD,field,normal,N,DD,0,5,SP Goswami,M Chinnaswamy Stadium,SJ Davis,GA Pratapkumar,
46,2008,Kolkata,20/05/08,KKR,RR,RR,field,normal,N,RR,0,6,YK Pathan,Eden Gardens,BG Jerling,RE Koertzen,
47,2008,Mumbai,21/05/08,KXIP,MI,MI,field,normal,N,KXIP,1,0,SE Marsh,Wankhede Stadium,BF Bowden,GA Pratapkumar,
48,2008,Chennai,21/05/08,RCB,CSK,RCB,bat,normal,N,RCB,14,0,A Kumble,"MA Chidambaram Stadium, Chepauk",DJ Harper,I Shivram,
49,2008,Chandigarh,23/05/08,DC,KXIP,KXIP,field,normal,N,KXIP,0,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SJ Davis,
50,2008,Delhi,24/05/08,MI,DD,DD,field,normal,N,DD,0,5,KD Karthik,Feroz Shah Kotla,BF Bowden,K Hariharan,
51,2008,Chennai,24/05/08,RR,CSK,RR,bat,normal,N,RR,10,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",DJ Harper,SL Shastri,
52,2008,Bangalore,3/5/2008,RCB,DC,DC,field,normal,N,RCB,3,0,P Kumar,M Chinnaswamy Stadium,BR Doctrove,SL Shastri,
53,2008,Kolkata,25/05/08,KXIP,KKR,KXIP,bat,normal,N,KKR,0,3,Umar Gul,Eden Gardens,SJ Davis,I Shivram,
54,2008,Jaipur,26/05/08,MI,RR,RR,field,normal,N,RR,0,5,Sohail Tanvir,Sawai Mansingh Stadium,BF Bowden,K Hariharan,
55,2008,Hyderabad,27/05/08,DC,CSK,DC,bat,normal,N,CSK,0,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal",BG Jerling,AM Saheba,
56,2008,Mumbai,30/05/08,RR,DD,DD,field,normal,N,RR,105,0,SR Watson,Wankhede Stadium,BF Bowden,RE Koertzen,
57,2008,Mumbai,31/05/08,KXIP,CSK,KXIP,bat,normal,N,CSK,0,9,M Ntini,Wankhede Stadium,Asad Rauf,DJ Harper,
58,2008,Mumbai,1/6/2008,CSK,RR,RR,field,normal,N,RR,0,3,YK Pathan,Dr DY Patil Sports Academy,BF Bowden,RE Koertzen,
59,2009,Cape Town,18/04/09,MI,CSK,CSK,field,normal,N,MI,19,0,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,
60,2009,Cape Town,18/04/09,RCB,RR,RCB,bat,normal,N,RCB,75,0,R Dravid,Newlands,BR Doctrove,RB Tiffin,
61,2009,Cape Town,19/04/09,KXIP,DD,DD,field,normal,Y,DD,0,10,DL Vettori,Newlands,MR Benson,SD Ranade,
62,2009,Cape Town,19/04/09,KKR,DC,KKR,bat,normal,N,DC,0,8,RP Singh,Newlands,MR Benson,BR Doctrove,
63,2009,Port Elizabeth,20/04/09,CSK,RCB,CSK,bat,normal,N,CSK,92,0,M Muralitharan,St George's Park,BG Jerling,SJA Taufel,
64,2009,Durban,21/04/09,KXIP,KKR,KKR,field,normal,Y,KKR,11,0,CH Gayle,Kingsmead,DJ Harper,SD Ranade,
65,2009,Cape Town,22/04/09,DC,RCB,DC,bat,normal,N,DC,24,0,AC Gilchrist,Newlands,M Erasmus,AM Saheba,
66,2009,Durban,23/04/09,DD,CSK,DD,bat,normal,N,DD,9,0,AB de Villiers,Kingsmead,BR Doctrove,SJA Taufel,
67,2009,Cape Town,23/04/09,RR,KKR,KKR,field,tie,N,RR,0,0,YK Pathan,Newlands,MR Benson,M Erasmus,
68,2009,Durban,24/04/09,RCB,KXIP,RCB,bat,normal,N,KXIP,0,7,RS Bopara,Kingsmead,BR Doctrove,TH Wijewardene,
69,2009,Durban,25/04/09,DC,MI,DC,bat,normal,N,DC,12,0,PP Ojha,Kingsmead,HDPK Dharmasena,SJA Taufel,
70,2009,Port Elizabeth,26/04/09,RCB,DD,RCB,bat,normal,N,DD,0,6,TM Dilshan,St George's Park,S Asnani,BG Jerling,
71,2009,Cape Town,26/04/09,KXIP,RR,KXIP,bat,normal,N,KXIP,27,0,KC Sangakkara,Newlands,M Erasmus,K Hariharan,
72,2009,Durban,27/04/09,CSK,DC,DC,field,normal,N,DC,0,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,
73,2009,Port Elizabeth,27/04/09,MI,KKR,MI,bat,normal,N,MI,92,0,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,
74,2009,Centurion,28/04/09,DD,RR,DD,bat,normal,N,RR,0,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,
75,2009,Durban,29/04/09,KKR,RCB,KKR,bat,normal,N,RCB,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,
76,2009,Durban,29/04/09,KXIP,MI,KXIP,bat,normal,N,KXIP,3,0,KC Sangakkara,Kingsmead,MR Benson,SL Shastri,
77,2009,Centurion,30/04/09,DC,DD,DD,field,normal,N,DD,0,6,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,
78,2009,Centurion,30/04/09,CSK,RR,RR,field,normal,N,CSK,38,0,SK Raina,SuperSport Park,GAV Baxter,RE Koertzen,
79,2009,East London,1/5/2009,MI,KKR,MI,bat,normal,N,MI,9,0,JP Duminy,Buffalo Park,M Erasmus,SK Tarapore,
80,2009,Durban,1/5/2009,RCB,KXIP,RCB,bat,normal,N,RCB,8,0,Yuvraj Singh,Kingsmead,HDPK Dharmasena,S Ravi,
81,2009,Port Elizabeth,2/5/2009,DC,RR,DC,bat,normal,N,RR,0,3,YK Pathan,St George's Park,S Asnani,BG Jerling,
82,2009,Johannesburg,2/5/2009,CSK,DD,DD,field,normal,N,CSK,18,0,SB Jakati,New Wanderers Stadium,DJ Harper,RE Koertzen,
83,2009,Port Elizabeth,3/5/2009,KKR,KXIP,KKR,bat,normal,N,KXIP,0,6,DPMD Jayawardene,St George's Park,S Asnani,MR Benson,
84,2009,Johannesburg,3/5/2009,MI,RCB,MI,bat,normal,N,RCB,0,9,JH Kallis,New Wanderers Stadium,RE Koertzen,TH Wijewardene,
85,2009,East London,4/5/2009,CSK,DC,CSK,bat,normal,N,CSK,78,0,MS Dhoni,Buffalo Park,BR Doctrove,M Erasmus,
86,2009,Durban,5/5/2009,RR,KXIP,KXIP,field,normal,N,RR,78,0,GC Smith,Kingsmead,SS Hazare,IL Howell,
87,2009,Durban,5/5/2009,KKR,DD,KKR,bat,normal,N,DD,0,9,G Gambhir,Kingsmead,GAV Baxter,IL Howell,
88,2009,Centurion,6/5/2009,DC,MI,DC,bat,normal,N,DC,19,0,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,
89,2009,Centurion,7/5/2009,RCB,RR,RR,field,normal,N,RR,0,7,A Singh,SuperSport Park,K Hariharan,DJ Harper,
90,2009,Centurion,7/5/2009,CSK,KXIP,CSK,bat,normal,Y,CSK,12,0,ML Hayden,SuperSport Park,DJ Harper,TH Wijewardene,
91,2009,East London,8/5/2009,MI,DD,MI,bat,normal,N,DD,0,7,A Nehra,Buffalo Park,M Erasmus,SK Tarapore,
92,2009,Kimberley,9/5/2009,DC,KXIP,KXIP,field,normal,N,KXIP,0,3,DPMD Jayawardene,De Beers Diamond Oval,GAV Baxter,AM Saheba,
93,2009,Kimberley,9/5/2009,RR,CSK,RR,bat,normal,N,CSK,0,7,S Badrinath,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,
94,2009,Port Elizabeth,10/5/2009,MI,RCB,MI,bat,normal,N,MI,16,0,JP Duminy,St George's Park,BR Doctrove,BG Jerling,
95,2009,Johannesburg,10/5/2009,KKR,DD,DD,field,normal,N,DD,0,7,A Mishra,New Wanderers Stadium,SL Shastri,RB Tiffin,
96,2009,Kimberley,11/5/2009,DC,RR,DC,bat,normal,N,DC,53,0,DR Smith,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,
97,2009,Centurion,12/5/2009,KKR,RCB,RCB,field,normal,N,RCB,0,6,LRPL Taylor,SuperSport Park,M Erasmus,SS Hazare,
98,2009,Centurion,12/5/2009,KXIP,MI,KXIP,bat,normal,N,MI,0,8,Harbhajan Singh,SuperSport Park,SS Hazare,RE Koertzen,
99,2009,Durban,13/05/09,DD,DC,DC,field,normal,N,DD,12,0,R Bhatia,Kingsmead,DJ Harper,SL Shastri,
100,2009,Durban,14/05/09,CSK,RCB,CSK,bat,normal,N,RCB,0,2,LRPL Taylor,Kingsmead,BR Doctrove,DJ Harper,
101,2009,Durban,14/05/09,RR,MI,RR,bat,normal,N,RR,2,0,SK Warne,Kingsmead,BR Doctrove,DJ Harper,
102,2009,Bloemfontein,15/05/09,DD,KXIP,KXIP,field,normal,N,KXIP,0,6,B Lee,OUTsurance Oval,HDPK Dharmasena,IL Howell,
103,2009,Port Elizabeth,16/05/09,MI,CSK,MI,bat,normal,N,CSK,0,7,ML Hayden,St George's Park,SK Tarapore,SJA Taufel,
104,2009,Johannesburg,16/05/09,KKR,DC,DC,field,normal,N,DC,0,6,RG Sharma,New Wanderers Stadium,RE Koertzen,S Ravi,
105,2009,Johannesburg,17/05/09,KXIP,DC,DC,field,normal,N,KXIP,1,0,Yuvraj Singh,New Wanderers Stadium,S Ravi,RB Tiffin,
106,2009,Bloemfontein,17/05/09,DD,RR,DD,bat,normal,N,DD,14,0,AB de Villiers,OUTsurance Oval,SS Hazare,IL Howell,
107,2009,Centurion,18/05/09,CSK,KKR,CSK,bat,normal,N,KKR,0,7,BJ Hodge,SuperSport Park,SJA Taufel,RB Tiffin,
108,2009,Johannesburg,19/05/09,DD,RCB,DD,bat,normal,N,RCB,0,7,JH Kallis,New Wanderers Stadium,IL Howell,RB Tiffin,
109,2009,Durban,20/05/09,RR,KKR,KKR,field,normal,N,KKR,0,4,LR Shukla,Kingsmead,BG Jerling,SJA Taufel,
110,2009,Durban,20/05/09,CSK,KXIP,CSK,bat,normal,N,CSK,24,0,M Muralitharan,Kingsmead,BG Jerling,SJA Taufel,
111,2009,Centurion,21/05/09,MI,DD,DD,field,normal,N,DD,0,4,V Sehwag,SuperSport Park,IL Howell,S Ravi,
112,2009,Centurion,21/05/09,RCB,DC,RCB,bat,normal,N,RCB,12,0,MK Pandey,SuperSport Park,IL Howell,S Ravi,
113,2009,Centurion,22/05/09,DD,DC,DC,field,normal,N,DC,0,6,AC Gilchrist,SuperSport Park,BR Doctrove,DJ Harper,
114,2009,Johannesburg,23/05/09,CSK,RCB,RCB,field,normal,N,RCB,0,6,MK Pandey,New Wanderers Stadium,RE Koertzen,SJA Taufel,
115,2009,Johannesburg,24/05/09,DC,RCB,RCB,field,normal,N,DC,6,0,A Kumble,New Wanderers Stadium,RE Koertzen,SJA Taufel,
116,2010,Mumbai,12/3/2010,KKR,DC,DC,field,normal,N,KKR,11,0,AD Mathews,Dr DY Patil Sports Academy,RE Koertzen,RB Tiffin,
117,2010,Mumbai,13/03/10,MI,RR,MI,bat,normal,N,MI,4,0,YK Pathan,Brabourne Stadium,RE Koertzen,RB Tiffin,
118,2010,Chandigarh,13/03/10,KXIP,DD,DD,field,normal,N,DD,0,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,
119,2010,Kolkata,14/03/10,RCB,KKR,KKR,field,normal,N,KKR,0,7,MK Tiwary,Eden Gardens,HDPK Dharmasena,AM Saheba,
120,2010,Chennai,14/03/10,DC,CSK,DC,bat,normal,N,DC,31,0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,
121,2010,Ahmedabad,15/03/10,RR,DD,DD,field,normal,N,DD,0,6,V Sehwag,"Sardar Patel Stadium, Motera",BG Jerling,RE Koertzen,
122,2010,Bangalore,16/03/10,KXIP,RCB,KXIP,bat,normal,N,RCB,0,8,JH Kallis,M Chinnaswamy Stadium,S Das,DJ Harper,
123,2010,Kolkata,16/03/10,CSK,KKR,CSK,bat,normal,N,CSK,55,0,MS Dhoni,Eden Gardens,HDPK Dharmasena,AM Saheba,
124,2010,Delhi,17/03/10,MI,DD,DD,field,normal,N,MI,98,0,SR Tendulkar,Feroz Shah Kotla,BR Doctrove,SK Tarapore,
125,2010,Bangalore,18/03/10,RR,RCB,RCB,field,normal,N,RCB,0,10,JH Kallis,M Chinnaswamy Stadium,K Hariharan,DJ Harper,
126,2010,Delhi,19/03/10,DD,CSK,DD,bat,normal,N,CSK,0,5,ML Hayden,Feroz Shah Kotla,BR Doctrove,SK Tarapore,
127,2010,Cuttack,19/03/10,DC,KXIP,KXIP,field,normal,N,DC,6,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,
128,2010,Ahmedabad,20/03/10,RR,KKR,RR,bat,normal,N,RR,34,0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",RE Koertzen,RB Tiffin,
129,2010,Mumbai,20/03/10,MI,RCB,MI,bat,normal,N,RCB,0,7,JH Kallis,Brabourne Stadium,HDPK Dharmasena,SS Hazare,
130,2010,Cuttack,21/03/10,DC,DD,DC,bat,normal,N,DC,10,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,
131,2010,Chennai,21/03/10,KXIP,CSK,CSK,field,tie,N,KXIP,0,0,J Theron,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,
132,2010,Mumbai,22/03/10,KKR,MI,KKR,bat,normal,N,MI,0,7,SR Tendulkar,Brabourne Stadium,SS Hazare,SJA Taufel,
133,2010,Bangalore,23/03/10,RCB,CSK,CSK,field,normal,N,RCB,36,0,RV Uthappa,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin,
134,2010,Chandigarh,24/03/10,RR,KXIP,KXIP,field,normal,N,RR,31,0,AC Voges,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,SK Tarapore,
135,2010,Mumbai,25/03/10,CSK,MI,MI,field,normal,N,MI,0,5,SR Tendulkar,Brabourne Stadium,BF Bowden,AM Saheba,
136,2010,Ahmedabad,26/03/10,DC,RR,DC,bat,normal,N,RR,0,8,YK Pathan,"Sardar Patel Stadium, Motera",HDPK Dharmasena,SJA Taufel,
137,2010,Chandigarh,27/03/10,KKR,KXIP,KKR,bat,normal,N,KKR,39,0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,
138,2010,Bangalore,25/03/10,DD,RCB,RCB,field,normal,N,DD,17,0,KM Jadhav,M Chinnaswamy Stadium,BG Jerling,RE Koertzen,
139,2010,Ahmedabad,28/03/10,RR,CSK,RR,bat,normal,N,RR,17,0,NV Ojha,"Sardar Patel Stadium, Motera",SS Hazare,SJA Taufel,
140,2010,Mumbai,28/03/10,MI,DC,DC,field,normal,N,MI,41,0,Harbhajan Singh,Dr DY Patil Sports Academy,S Das,K Hariharan,
141,2010,Delhi,29/03/10,DD,KKR,DD,bat,normal,N,DD,40,0,DA Warner,Feroz Shah Kotla,SS Hazare,SJA Taufel,
142,2010,Mumbai,30/03/10,KXIP,MI,MI,field,normal,N,MI,0,4,SL Malinga,Brabourne Stadium,BR Doctrove,SK Tarapore,
143,2010,Chennai,31/03/10,RCB,CSK,RCB,bat,normal,N,CSK,0,5,M Vijay,"MA Chidambaram Stadium, Chepauk",BG Jerling,RE Koertzen,
144,2010,Delhi,31/03/10,DD,RR,DD,bat,normal,N,DD,67,0,KD Karthik,Feroz Shah Kotla,HDPK Dharmasena,SJA Taufel,
145,2010,Kolkata,1/4/2010,KKR,DC,KKR,bat,normal,N,KKR,24,0,SC Ganguly,Eden Gardens,K Hariharan,DJ Harper,
146,2010,Chandigarh,2/4/2010,KXIP,RCB,KXIP,bat,normal,N,RCB,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",BF Bowden,M Erasmus,
147,2010,Chennai,3/4/2010,CSK,RR,CSK,bat,normal,N,CSK,23,0,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin,
148,2010,Mumbai,3/4/2010,MI,DC,MI,bat,normal,N,MI,63,0,AT Rayudu,Brabourne Stadium,BR Doctrove,S Ravi,
149,2010,Kolkata,4/4/2010,KKR,KXIP,KKR,bat,normal,N,KXIP,0,8,DPMD Jayawardene,Eden Gardens,S Asnani,DJ Harper,
150,2010,Delhi,4/4/2010,DD,RCB,DD,bat,normal,N,DD,37,0,PD Collingwood,Feroz Shah Kotla,BF Bowden,M Erasmus,
151,2010,Nagpur,5/4/2010,RR,DC,RR,bat,normal,N,RR,2,0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,
152,2010,Chennai,6/4/2010,CSK,MI,CSK,bat,normal,N,CSK,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",S Asnani,DJ Harper,
153,2010,Jaipur,7/4/2010,KXIP,RR,KXIP,bat,normal,N,RR,0,9,MJ Lumb,Sawai Mansingh Stadium,S Ravi,SK Tarapore,
154,2010,Kolkata,7/4/2010,KKR,DD,KKR,bat,normal,N,KKR,14,0,SC Ganguly,Eden Gardens,BG Jerling,RE Koertzen,
155,2010,Bangalore,8/4/2010,RCB,DC,DC,field,normal,N,DC,0,7,TL Suman,M Chinnaswamy Stadium,S Asnani,DJ Harper,
156,2010,Chandigarh,9/4/2010,MI,KXIP,MI,bat,normal,N,KXIP,0,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",M Erasmus,AM Saheba,
157,2010,Nagpur,10/4/2010,CSK,DC,CSK,bat,normal,N,DC,0,6,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,
158,2010,Bangalore,10/4/2010,KKR,RCB,RCB,field,normal,N,RCB,0,7,R Vinay Kumar,M Chinnaswamy Stadium,K Hariharan,DJ Harper,
159,2010,Delhi,11/4/2010,DD,KXIP,DD,bat,normal,N,KXIP,0,7,PP Chawla,Feroz Shah Kotla,BF Bowden,AM Saheba,
160,2010,Jaipur,11/4/2010,MI,RR,RR,field,normal,N,MI,37,0,SR Tendulkar,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,
161,2010,Nagpur,12/4/2010,DC,RCB,RCB,field,normal,N,DC,13,0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin,
162,2010,Mumbai,13/04/10,MI,DD,MI,bat,normal,N,MI,39,0,KA Pollard,Brabourne Stadium,S Asnani,DJ Harper,
163,2010,Chennai,13/04/10,KKR,CSK,KKR,bat,normal,N,CSK,0,9,R Ashwin,"MA Chidambaram Stadium, Chepauk",SS Hazare,SJA Taufel,
