sno,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,Man_of_Match,venue,F_umpire,S_Umpire,
484,2015,Delhi,26/04/15,DD,RCB,RCB,field,normal,N,RCB,0,10,VR Aaron,Feroz Shah Kotla,M Erasmus,S Ravi,
485,2015,Chandigarh,27/04/15,SH,KXIP,KXIP,field,normal,N,SH,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,
486,2015,Kolkata,7/5/2015,KKR,DD,KKR,bat,normal,N,KKR,13,0,PP Chawla,Eden Gardens,AK Chaudhary,M Erasmus,
487,2015,Bangalore,29/04/15,RCB,RR,RR,field,no result,N,,0,0,,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
488,2015,Chennai,28/04/15,CSK,KKR,KKR,field,normal,N,CSK,2,0,DJ Bravo,"MA Chidambaram Stadium, Chepauk",RM Deshpande,VA Kulkarni,
489,2015,Delhi,1/5/2015,KXIP,DD,DD,field,normal,N,DD,0,9,NM Coulter-Nile,Feroz Shah Kotla,RK Illingworth,S Ravi,
490,2015,Mumbai,1/5/2015,MI,RR,RR,field,normal,N,MI,8,0,AT Rayudu,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
491,2015,Bangalore,2/5/2015,KKR,RCB,RCB,field,normal,N,RCB,0,7,Mandeep Singh,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
492,2015,Hyderabad,2/5/2015,SH,CSK,CSK,field,normal,N,SH,22,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,K Srinivasan,
493,2015,Chandigarh,3/5/2015,MI,KXIP,MI,bat,normal,N,MI,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",RK Illingworth,VA Kulkarni,
494,2015,Mumbai,3/5/2015,RR,DD,DD,field,normal,N,RR,14,0,AM Rahane,Brabourne Stadium,HDPK Dharmasena,CB Gaffaney,
495,2015,Chennai,4/5/2015,CSK,RCB,CSK,bat,normal,N,CSK,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,K Srinath,
496,2015,Kolkata,4/5/2015,KKR,SH,SH,field,normal,N,KKR,35,0,UT Yadav,Eden Gardens,AK Chaudhary,M Erasmus,
497,2015,Mumbai,5/5/2015,DD,MI,DD,bat,normal,N,MI,0,5,Harbhajan Singh,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,
498,2015,Bangalore,6/5/2015,RCB,KXIP,KXIP,field,normal,N,RCB,138,0,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
499,2015,Mumbai,7/5/2015,SH,RR,RR,field,normal,N,SH,7,0,EJG Morgan,Brabourne Stadium,JD Cloete,C Shamshuddin,
500,2015,Chennai,8/5/2015,CSK,MI,CSK,bat,normal,N,MI,0,6,HH Pandya,"MA Chidambaram Stadium, Chepauk",CB Gaffaney,CK Nandan,
501,2015,Kolkata,9/5/2015,KXIP,KKR,KXIP,bat,normal,N,KKR,0,1,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
502,2015,Raipur,9/5/2015,SH,DD,SH,bat,normal,N,SH,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,VA Kulkarni,S Ravi,
503,2015,Mumbai,10/5/2015,RCB,MI,RCB,bat,normal,N,RCB,39,0,AB de Villiers,Wankhede Stadium,JD Cloete,C Shamshuddin,
504,2015,Chennai,10/5/2015,CSK,RR,CSK,bat,normal,N,CSK,12,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",M Erasmus,CK Nandan,
505,2015,Hyderabad,11/5/2015,SH,KXIP,SH,bat,normal,N,SH,5,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
506,2015,Raipur,12/5/2015,CSK,DD,CSK,bat,normal,N,DD,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,VA Kulkarni,
507,2015,Chandigarh,13/05/15,KXIP,RCB,RCB,field,normal,N,KXIP,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali",JD Cloete,C Shamshuddin,
508,2015,Mumbai,14/05/15,MI,KKR,KKR,field,normal,N,MI,5,0,HH Pandya,Wankhede Stadium,RK Illingworth,VA Kulkarni,
509,2015,Hyderabad,15/05/15,SH,RCB,SH,bat,normal,Y,RCB,0,6,V Kohli,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
510,2015,Chandigarh,16/05/15,KXIP,CSK,KXIP,bat,normal,N,CSK,0,7,P Negi,"Punjab Cricket Association Stadium, Mohali",CK Nandan,C Shamshuddin,
511,2015,Mumbai,16/05/15,RR,KKR,RR,bat,normal,N,RR,9,0,SR Watson,Brabourne Stadium,RM Deshpande,RK Illingworth,
512,2015,Bangalore,17/05/15,DD,RCB,RCB,field,no result,N,,0,0,,M Chinnaswamy Stadium,HDPK Dharmasena,K Srinivasan,
513,2015,Hyderabad,17/05/15,SH,MI,SH,bat,normal,N,MI,0,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,K Srinath,
514,2015,Mumbai,19/05/15,MI,CSK,MI,bat,normal,N,MI,25,0,KA Pollard,Wankhede Stadium,HDPK Dharmasena,RK Illingworth,
515,2015,Pune,20/05/15,RCB,RR,RCB,bat,normal,N,RCB,71,0,AB de Villiers,Maharashtra Cricket Association Stadium,AK Chaudhary,C Shamshuddin,
516,2015,Ranchi,22/05/15,RCB,CSK,CSK,field,normal,N,CSK,0,3,A Nehra,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,
517,2015,Kolkata,24/05/15,MI,CSK,CSK,field,normal,N,MI,41,0,RG Sharma,Eden Gardens,HDPK Dharmasena,RK Illingworth,
518,2016,Mumbai,9/4/2016,MI,RPS,MI,bat,normal,N,RPS,0,9,AM Rahane,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
519,2016,Kolkata,10/4/2016,DD,KKR,KKR,field,normal,N,KKR,0,9,AD Russell,Eden Gardens,S Ravi,C Shamshuddin,
520,2016,Chandigarh,11/4/2016,KXIP,GL,GL,field,normal,N,GL,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,VA Kulkarni,
521,2016,Bangalore,12/4/2016,RCB,SH,SH,field,normal,N,RCB,45,0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VK Sharma,
522,2016,Kolkata,13/04/16,KKR,MI,MI,field,normal,N,MI,0,6,RG Sharma,Eden Gardens,Nitin Menon,S Ravi,
523,2016,Rajkot,14/04/16,RPS,GL,RPS,bat,normal,N,GL,0,7,AJ Finch,Saurashtra Cricket Association Stadium,VA Kulkarni,CK Nandan,
524,2016,Delhi,15/04/16,KXIP,DD,DD,field,normal,N,DD,0,8,A Mishra,Feroz Shah Kotla,S Ravi,C Shamshuddin,
525,2016,Hyderabad,16/04/16,SH,KKR,SH,bat,normal,N,KKR,0,8,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
526,2016,Mumbai,16/04/16,MI,GL,GL,field,normal,N,GL,0,3,AJ Finch,Wankhede Stadium,HDPK Dharmasena,VK Sharma,
527,2016,Chandigarh,17/04/16,RPS,KXIP,RPS,bat,normal,N,KXIP,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
528,2016,Bangalore,17/04/16,RCB,DD,DD,field,normal,N,DD,0,7,Q de Kock,M Chinnaswamy Stadium,VA Kulkarni,A Nand Kishore,
529,2016,Hyderabad,18/04/16,MI,SH,SH,field,normal,N,SH,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VK Sharma,
530,2016,Chandigarh,19/04/16,KXIP,KKR,KKR,field,normal,N,KKR,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
531,2016,Mumbai,20/04/16,RCB,MI,MI,field,normal,N,MI,0,6,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,
532,2016,Rajkot,21/04/16,GL,SH,SH,field,normal,N,SH,0,10,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,
533,2016,Pune,22/04/16,RCB,RPS,RPS,field,normal,N,RCB,13,0,AB de Villiers,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,
534,2016,Delhi,23/04/16,DD,MI,MI,field,normal,N,DD,10,0,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin,
535,2016,Hyderabad,23/04/16,KXIP,SH,SH,field,normal,N,SH,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
536,2016,Rajkot,24/04/16,RCB,GL,RCB,bat,normal,N,GL,0,6,V Kohli,Saurashtra Cricket Association Stadium,K Bharatan,BNJ Oxenford,
537,2016,Pune,24/04/16,RPS,KKR,KKR,field,normal,N,KKR,0,2,SA Yadav,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,
538,2016,Chandigarh,25/04/16,MI,KXIP,KXIP,field,normal,N,MI,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,RJ Tucker,
539,2016,Hyderabad,26/04/16,SH,RPS,RPS,field,normal,Y,RPS,34,0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,CK Nandan,
540,2016,Delhi,27/04/16,GL,DD,DD,field,normal,N,GL,1,0,CH Morris,Feroz Shah Kotla,M Erasmus,S Ravi,
541,2016,Mumbai,28/04/16,KKR,MI,MI,field,normal,N,MI,0,6,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,
542,2016,Pune,29/04/16,RPS,GL,GL,field,normal,N,GL,0,3,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
543,2016,Delhi,30/04/16,DD,KKR,KKR,field,normal,N,DD,27,0,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,
544,2016,Hyderabad,30/04/16,SH,RCB,RCB,field,normal,N,SH,15,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
545,2016,Rajkot,1/5/2016,KXIP,GL,GL,field,normal,N,KXIP,23,0,AR Patel,Saurashtra Cricket Association Stadium,BNJ Oxenford,VK Sharma,
546,2016,Pune,1/5/2016,RPS,MI,MI,field,normal,N,MI,0,8,RG Sharma,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,
547,2016,Bangalore,2/5/2016,RCB,KKR,KKR,field,normal,N,KKR,0,5,AD Russell,M Chinnaswamy Stadium,M Erasmus,S Ravi,
548,2016,Rajkot,3/5/2016,GL,DD,DD,field,normal,N,DD,0,8,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
549,2016,Kolkata,4/5/2016,KKR,KXIP,KXIP,field,normal,N,KKR,7,0,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
550,2016,Delhi,5/5/2016,DD,RPS,RPS,field,normal,N,RPS,0,7,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,
551,2016,Hyderabad,6/5/2016,GL,SH,SH,field,normal,N,SH,0,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,
552,2016,Bangalore,7/5/2016,RPS,RCB,RCB,field,normal,N,RCB,0,7,V Kohli,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,
553,2016,Chandigarh,7/5/2016,KXIP,DD,DD,field,normal,N,KXIP,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,CK Nandan,
554,2016,Visakhapatnam,8/5/2016,SH,MI,MI,field,normal,N,SH,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin,
555,2016,Kolkata,8/5/2016,KKR,GL,GL,field,normal,N,GL,0,5,P Kumar,Eden Gardens,M Erasmus,RJ Tucker,
556,2016,Chandigarh,9/5/2016,RCB,KXIP,KXIP,field,normal,N,RCB,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,
557,2016,Visakhapatnam,10/5/2016,SH,RPS,SH,bat,normal,N,SH,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CB Gaffaney,VK Sharma,
558,2016,Bangalore,11/5/2016,RCB,MI,MI,field,normal,N,MI,0,6,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
559,2016,Hyderabad,12/5/2016,SH,DD,DD,field,normal,N,DD,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,M Erasmus,
560,2016,Visakhapatnam,13/05/16,MI,KXIP,MI,bat,normal,N,KXIP,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,
561,2016,Bangalore,14/05/16,RCB,GL,GL,field,normal,N,RCB,144,0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,
562,2016,Kolkata,14/05/16,RPS,KKR,RPS,bat,normal,Y,KKR,0,8,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,
563,2016,Chandigarh,15/05/16,KXIP,SH,KXIP,bat,normal,N,SH,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,
564,2016,Visakhapatnam,15/05/16,MI,DD,DD,field,normal,N,MI,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,
565,2016,Kolkata,16/05/16,KKR,RCB,RCB,field,normal,N,RCB,0,9,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,
566,2016,Visakhapatnam,17/05/16,DD,RPS,RPS,field,normal,Y,RPS,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,
567,2016,Bangalore,18/05/16,RCB,KXIP,KXIP,field,normal,Y,RCB,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,
568,2016,Kanpur,19/05/16,KKR,GL,GL,field,normal,N,GL,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,
569,2016,Raipur,20/05/16,SH,DD,DD,field,normal,N,DD,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
570,2016,Visakhapatnam,21/05/16,KXIP,RPS,KXIP,bat,normal,N,RPS,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,
571,2016,Kanpur,21/05/16,MI,GL,GL,field,normal,N,GL,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,
572,2016,Kolkata,22/05/16,KKR,SH,SH,field,normal,N,KKR,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,
573,2016,Raipur,22/05/16,DD,RCB,RCB,field,normal,N,RCB,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
574,2016,Bangalore,24/05/16,GL,RCB,RCB,field,normal,N,RCB,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,
575,2016,Delhi,25/05/16,SH,KKR,KKR,field,normal,N,SH,22,0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,
576,2016,Delhi,27/05/16,GL,SH,SH,field,normal,N,SH,0,4,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,
577,2016,Bangalore,29/05/16,SH,RCB,SH,bat,normal,N,SH,8,0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
578,2017,Hyderabad,5/4/2017,SH,RCB,RCB,field,normal,N,SH,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,
579,2017,Pune,6/4/2017,MI,RPS,RPS,field,normal,N,RPS,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
580,2017,Rajkot,7/4/2017,GL,KKR,KKR,field,normal,N,KKR,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,
581,2017,Indore,8/4/2017,RPS,KXIP,KXIP,field,normal,N,KXIP,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
582,2017,Bangalore,8/4/2017,RCB,DD,RCB,bat,normal,N,RCB,15,0,KM Jadhav,M Chinnaswamy Stadium,,,
583,2017,Hyderabad,9/4/2017,GL,SH,SH,field,normal,N,SH,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,
584,2017,Mumbai,9/4/2017,KKR,MI,MI,field,normal,N,MI,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,
585,2017,Indore,10/4/2017,RCB,KXIP,RCB,bat,normal,N,KXIP,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
586,2017,Pune,11/4/2017,DD,RPS,RPS,field,normal,N,DD,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,
587,2017,Mumbai,12/4/2017,SH,MI,MI,field,normal,N,MI,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,
588,2017,Kolkata,13/04/17,KXIP,KKR,KKR,field,normal,N,KKR,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,
589,2017,Bangalore,14/04/17,RCB,MI,MI,field,normal,N,MI,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,
590,2017,Rajkot,14/04/17,RPS,GL,GL,field,normal,N,GL,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
591,2017,Kolkata,15/04/17,KKR,SH,SH,field,normal,N,KKR,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,
592,2017,Delhi,15/04/17,DD,KXIP,DD,bat,normal,N,DD,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,
593,2017,Mumbai,16/04/17,GL,MI,MI,field,normal,N,MI,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,
594,2017,Bangalore,16/04/17,RPS,RCB,RCB,field,normal,N,RPS,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,
595,2017,Delhi,17/04/17,DD,KKR,DD,bat,normal,N,KKR,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,
596,2017,Hyderabad,17/04/17,SH,KXIP,KXIP,field,normal,N,SH,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,
597,2017,Rajkot,18/04/17,RCB,GL,GL,field,normal,N,RCB,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,
598,2017,Hyderabad,19/04/17,SH,DD,SH,bat,normal,N,SH,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,
599,2017,Indore,20/04/17,KXIP,MI,MI,field,normal,N,MI,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,
600,2017,Kolkata,21/04/17,KKR,GL,GL,field,normal,N,GL,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,
601,2017,Mumbai,22/04/17,MI,DD,DD,field,normal,N,MI,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,
602,2017,Pune,22/04/17,SH,RPS,RPS,field,normal,N,RPS,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
603,2017,Rajkot,23/04/17,KXIP,GL,GL,field,normal,N,KXIP,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,
604,2017,Kolkata,23/04/17,KKR,RCB,RCB,field,normal,N,KKR,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,
605,2017,Mumbai,24/04/17,RPS,MI,MI,field,normal,N,RPS,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,
606,2017,Pune,26/04/17,RPS,KKR,KKR,field,normal,N,KKR,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,
607,2017,Bangalore,27/04/17,RCB,GL,GL,field,normal,N,GL,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,
608,2017,Kolkata,28/04/17,DD,KKR,KKR,field,normal,N,KKR,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,
609,2017,Chandigarh,28/04/17,SH,KXIP,KXIP,field,normal,N,SH,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,
610,2017,Pune,29/04/17,RPS,RCB,RCB,field,normal,N,RPS,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,
611,2017,Rajkot,29/04/17,GL,MI,GL,bat,tie,N,MI,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,
612,2017,Chandigarh,30/04/17,DD,KXIP,KXIP,field,normal,N,KXIP,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,
613,2017,Hyderabad,30/04/17,SH,KKR,KKR,field,normal,N,SH,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,
614,2017,Mumbai,1/5/2017,RCB,MI,RCB,bat,normal,N,MI,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,
615,2017,Pune,1/5/2017,GL,RPS,RPS,field,normal,N,RPS,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,
616,2017,Delhi,2/5/2017,SH,DD,DD,field,normal,N,DD,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,
617,2017,Kolkata,3/5/2017,KKR,RPS,RPS,field,normal,N,RPS,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,
618,2017,Delhi,4/5/2017,GL,DD,DD,field,normal,N,DD,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,
619,2017,Bangalore,5/5/2017,KXIP,RCB,RCB,field,normal,N,KXIP,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,
620,2017,Hyderabad,6/5/2017,RPS,SH,SH,field,normal,N,RPS,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,
621,2017,Delhi,6/5/2017,MI,DD,DD,field,normal,N,MI,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,
622,2017,Bangalore,7/5/2017,RCB,KKR,KKR,field,normal,N,KKR,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
623,2017,Chandigarh,7/5/2017,KXIP,GL,GL,field,normal,N,GL,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,
624,2017,Hyderabad,8/5/2017,MI,SH,MI,bat,normal,N,SH,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,
625,2017,Chandigarh,9/5/2017,KXIP,KKR,KKR,field,normal,N,KXIP,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,
626,2017,Kanpur,10/5/2017,GL,DD,DD,field,normal,N,DD,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,
627,2017,Mumbai,11/5/2017,KXIP,MI,MI,field,normal,N,KXIP,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,
628,2017,Delhi,12/5/2017,DD,RPS,DD,bat,normal,N,DD,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,
629,2017,Kanpur,13/05/17,GL,SH,SH,field,normal,N,SH,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,
630,2017,Kolkata,13/05/17,MI,KKR,KKR,field,normal,N,MI,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,
631,2017,Pune,14/05/17,KXIP,RPS,RPS,field,normal,N,RPS,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
632,2017,Delhi,14/05/17,RCB,DD,RCB,bat,normal,N,RCB,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,
633,2017,Mumbai,16/05/17,RPS,MI,MI,field,normal,N,RPS,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,
634,2017,Bangalore,17/05/17,SH,KKR,KKR,field,normal,Y,KKR,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,
635,2017,Bangalore,19/05/17,KKR,MI,MI,field,normal,N,MI,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,
636,2017,Hyderabad,21/05/17,MI,RPS,MI,bat,normal,N,MI,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,
